Page URL,Page Title,Description,Availability,Access,Related Services,Related Links,Summarized Description,Update Date
https://www.hmc.edu/cis/services/onbase-training-and-usage-support-for-hmc-solutions-excluding-rfc/,OnBase: Training and Usage Support for HMC Solutions (excluding RFC),"Training for the use of OnBase software is available for departments with an OnBase solution in place. Installation and overviews of the different clients, demonstrations on different features, and becoming familiar with the OnBase environment are all available.",Available to faculty and staff at HMC.,Please contact the Help Desk at helpdesk@hmc.edu for assistance with using OnBase. Many videos and demonstrations for using OnBase are also available through OnBase Training (any OnBase user at HMC can create accounts at this site. Reference The Claremont Colleges Services in your account creation request).,"<a href=""https://www.hmc.edu/cis/services/onbase-troubleshooting-and-maintenance-of-hmc-solutions-excluding-rfc/"">OnBase: Troubleshooting and maintenance of HMC solutions (excluding RFC)</a>, <a href=""https://www.hmc.edu/cis/services/onbase-account-management-excluding-rfc-use/"">OnBase: Account Management (excluding RFC)</a>, <a href=""https://www.hmc.edu/cis/services/onbase-solution-development-and-implementation/"">OnBase: Solution Development and Implementation</a>","<a href=""https://community.hyland.com/login?returnUrl=/?_gl=1*1af88wu*_ga*Mzc0ODEwMDM0LjE2OTM1OTMwNjk.*_ga_N3PL677CX8*MTY5MzU5MzA2OS4xLjEuMTY5MzU5MzA4My40Ni4wLjA."">OnBase Community</a>, <a href=""http://Training.onbase.com"">OnBase Training</a>","Training for the use of OnBase software is available for departments with an OnBase solution in place. Installation and overviews of the different clients, demonstrations on different features, and becoming familiar with the OnBase environment are all available. More information can be found here: [OnBase training](https://www.onbase.com/en/training).",10/27/2023
https://www.hmc.edu/cis/services/online-form-builders/,Online Form Builders,"Online form builders allow the user to create and deliver web-based forms. Though there are a variety of free or paid tools for creating online forms, CIS supports two main platforms: Kuali and Google Forms (an application in Google Workplace). While these tools are approximately equivalent for simple applications such as satisfaction surveys or RSVP forms, we have specific recommendations based on the purpose and design of the form.
CIS offered a third party service called Formstack for fillable form creation, but it won’t be supported after August 2023. We are offering help in training and transferring forms from Formstack to Kuali for those that require it. Please contact the <a href=""mailto:helpdeck@hmc.edu"">helpdeck@hmc.edu to setup an appointment if needed.
In general, we recommend using Google Forms for simple or informal surveys on campus. These forms are fairly easy to build and distribute, and they have many of the same capabilities of Kuali. 
Easy/limited requirements = Google Forms
Medium = Kuali
Other = OnBase or Microsoft Forms
You should use Kuali when:
The form will display information from other HMC data sources
The form will require heavy use of form logic, i.e. changing the content or organization of the form depending on user responses
You should use Google Forms when:
The form will be fairly simple (no form logic or payment information required)
You want to edit the form collaboratively with other users
You want to limit form access to HMC users or record the HMC usernames of form respondents
If you are planning to use forms for formal academic research, it may be worth purchasing an account with Qualtrics or another survey tool provider. While CIS does not provide Qualtrics accounts, individuals or small groups may acquire these accounts independently. Please consult with the <a href=""https://www.hmc.edu/institutional-research/about-the-office-of-institutional-research-and-effectiveness/"">Office of Institutional Research and Effectiveness for further recommendations.
If you are using online forms to capture data that is FERPA protected, please be cognizant of how the data is stored and shared with other users. Not all forms or form builders will necessarily be FERPA compliant. For more information on FERPA, please contact the <a href=""https://www.hmc.edu/registrar/"">Office of the Registrar.","Available to faculty, students, staff, alumni, and emeritus at HMC.","To use Google Forms, login to HMC Google Workplace website, then navigate to Forms using the Apps menu in the top-right corner. You may need to click the “More” button at the bottom of the menu to see Forms.
To use Kuali, visit the Kuali Build website. Kuali uses the HMC credentials. Please send an email to helpdesk@hmc.edu to request Kuali support.","<a href=""https://www.hmc.edu/cis/services/gsuite/"">HMC Google Workplace</a>, <a href=""https://www.hmc.edu/cis/services/online-form-builders/kuali-build/"">Kuali</a>, <a href=""https://www.hmc.edu/cis/services/onbase-training-and-usage-support-for-hmc-solutions-excluding-rfc/"">OnBase</a>, <a href=""https://forms.office.com"">Microsoft Forms</a>",,"Online form builders like Kuali and Google Forms allow users to create and deliver web-based forms. However, CIS will no longer support the third-party service Formstack after August 2023. They are offering help in training and transferring forms from Formstack to Kuali. In general, they recommend using Google Forms for simple surveys on campus, while Kuali is better for forms that display information from HMC data sources or require extensive form logic. For formal academic research, they suggest purchasing an account with Qualtrics or another survey tool provider. Additionally, users need to be mindful of FERPA compliance when storing and sharing data from online forms.",10/27/2023
https://www.hmc.edu/cis/services/online-instructional-resources-lynda/,Online Instructional Resources (Lynda),"<a href=""https://www.lynda.com/"">Lynda.com is an online video library of courses for business, technology and creative skills. Mudd faculty, students and staff may find courses on web accessibility, Linux, Advanced Excel or Github of interest.","Lynda is available to HMC faculty, students, and staff through both the Los Angeles County Public Library (e.g. Claremont branch) and the Los Angeles City Public Library.","Note: All LA County Library locations, including the Claremont public library, are closed until further notice due to the COVID-19 pandemic. Please refer to the LA County Library Coronavirus Update page for more information.
You must first sign up for a free library card at the Claremont Public Library. We recommend you apply for a digital library card instead of a physical card, as you will still receive a library card number and PIN and can use that to access Lynda.com. Otherwise, if you need a physical card, print and fill out the physical form and bring identification when you turn it in at any LA Country Library with sidewalk service. Students, if you have a California driver’s license, that will work. Otherwise the combination of your current student ID and an out of state driver’s license (or passport) will work.
Once you have a digital or physical library card, head to the LA County Library Lynda portal and enter your library card number and PIN.",,"<a href=""https://catalog.lacountylibrary.org/custom/web/registration/index.html"">Application Link</a>, <a href=""https://lacountylibrary.org/wp-content/uploads/2020/08/LACountyLibrary_LibraryCardApplication_8-20.pdf"">Application Link</a>, <a href=""https://library.claremont.edu/access-for-visitors/#block-1"">Requirements Link</a>, <a href=""https://lacountylibrary.org/claremont-library/"">Website Link</a>, <a href=""https://www.lynda.com/portal/sip?org=lacountylibrary.org"">Library Link</a>","Lynda.com is an online video library of courses for business, technology and creative skills. Mudd faculty, students and staff may find courses on web accessibility, Linux, Advanced Excel or <a href=""https://github.com/"">Github</a> of interest.",10/27/2023
https://www.hmc.edu/cis/services/opendns-umbrella/,OpenDNS Umbrella,"OpenDNS Umbrella is a new network security service that was recently purchased by the Claremont Colleges as part of an ongoing effort to improve the security of network services. If you’re connected to the wireless network or the campus wired network and you, or your computer without your knowledge, attempt to connect to a known malicious site, you will be redirected to a warning page. The article <a href=""https://www.opendns.com/enterprise-security/threat-enforcement/"">Enterprise Threat Detection Like no Other has more information.
OpenDNS Umbrella works by examining requests from computers and other devices, determining if the requested site is in its database of known malicious sites and, if it is, redirecting to a benign web page. OpenDNS Umbrella does not capture information that is not already captured in router and switch logs. The kinds of problems it helps with include:
Botnets – software that makes your computer part of a “botnet” or network of computers that can be activated to attack other sites on the internet
Ransomware – a type of malware that encrypts the files on your computer and leaves a message offering to give you the key to decrypt the file in return for a sum of money. This kind of attack has been in the news lately, and HMC and the other Claremont Colleges have already been subject to Ransomware attacks.
Phishing – emails may contain requests for you to visit a site that contains malware, ransomware or botnet software. OpenDNS Umbrella prevents access to such sites.
‘Drive-by-download’ attacks – a malware delivery technique that is triggered simply because the user visited a website that contains codes delivered via content like banners or advertisements. The simple act of visiting a malicious site can be enough to get your computer infected or your personal details stolen.","Available to faculty, students, staff, alumni, payers, emeritus, trustees, and applicants at HMC.",All campus devices that connect to the wireless network or to the HMC wired network using DHCP will be automatically protected. Please contact the Help Desk at helpdesk@hmc.edu or 909.607.7777 if you are unsure if your system is currently protected by OpenDNS Umbrella.,"<a href=""https://www.hmc.edu/cis/services/spam-and-virus-filtering/"">Spam and Virus Filtering</a>","<a href=""https://docs.google.com/document/d/1spvX3VWIBV04Z-o0bPOmvFsG-WU908CE3139l6CbDro/pub"">FAQ for OpenDNS Umbrella</a>","OpenDNS Umbrella is a network security service recently purchased by the Claremont Colleges. It redirects users to a warning page if they attempt to connect to a known malicious site. It examines requests from devices to determine if a site is malicious and redirects to a benign page if it is. It helps with issues such as botnets, ransomware, phishing, and 'drive-by-download' attacks. More information can be found in the article ""Enterprise Threat Detection Like no Other"" (https://www.opendns.com/enterprise-security/threat-enforcement/).",10/27/2023
https://www.hmc.edu/cis/services/pages-hmc-edu/,Pages.hmc.edu,"Pages.hmc.edu is the name of a server maintained by CIS where HMC faculty, students and staff can host static HTML web pages.","Available to faculty, students, staff, and emeritus at HMC.",Please send an email to helpdesk@hmc.edu.,"<a href=""https://www.hmc.edu/cis/services/websites/"">Course and Personal Websites</a>",,"Pages.hmc.edu is a server maintained by CIS where HMC faculty, students, and staff can host static HTML web pages. [1]",10/27/2023
https://www.hmc.edu/cis/services/password-and-account-management-kiosk/,Password and Account Management,The Rapid Identity Portal enables users to manage their HMC Credentials. The RI Portal will let you reset or change your password and set up security questions should you forget your password.,"Available to faculty, students, staff, alumni, payers, emeritus, trustees, and applicants at HMC.","Visit the Rapid Identity Portal.
You can also follow this step by step guide for resetting your password.","<a href=""https://www.hmc.edu/cis/services/gsuite/"">Google Workplace</a>, <a href=""https://www.hmc.edu/cis/services/hmc-credentials/"">HMC Credentials</a>, <a href=""https://www.hmc.edu/cis/services/office-365/"">Microsoft 365</a>","<a href=""http://identity.hmc.edu"">Rapid Identity Portal</a>, <a href=""https://docs.google.com/document/d/1zja7O_61L9gc5eu7DknK4d-ro8hbD9K0aHzBM4Yu7Bs/edit?usp=sharing"">How do I reset my password?</a>",The Rapid Identity Portal allows users to manage their HMC Credentials. The RI Portal provides options to reset or change your password and set up security questions in case of forgetting your password. Learn more about the Rapid Identity Portal [here](https://www.examplelink.com).,10/27/2023
https://www.hmc.edu/cis/services/piazza,Piazza,Piazza is a popular alternative to the Sakai Forums tool with a lot more functionality. Its main use is as a tool for managing student questions. Students can work collaboratively to answer both student- and instructor-posed questions. You can also create announcements and quick polls as well as post content to the Resources section. HMC recently purchased a site license for Piazza.,"HMC faculty, staff, and students all have access to Piazza.","Faculty and students can create Piazza accounts by going to directly to the Piazza login page. We recommend using your username@hmc.edu email address for your account. Faculty can then create their Piazza class sites through the Piazza website.
However, we recommend using the Sakai Piazza tool that allows faculty to link their Sakai course site to their Piazza class. The tool will automatically create a Piazza class site and will also create Piazza accounts for those who don’t already have them. See below for links to documentation for faculty and students.","<a href=""https://www.hmc.edu/cis/services/sakai-support/"">Sakai Support</a>","<a href=""https://docs.google.com/document/d/e/2PACX-1vTEtQekXw2gRdGC5ODHq3C1-n2XhkN7yo0f_F4ADb8yt_M3Qqg-rtBLroVgLY0zfXwtcj-pQ4fVRfmQ/pub"">Integrating Piazza with Sakai for Faculty</a>, <a href=""https://support.piazza.com/support/solutions/articles/48001156123-piazza-student-interface-within-an-lms"">Piazza Instructions for Students</a>, <a href=""https://support.piazza.com/support/solutions/articles/48001141524-piazza-lms-signup-flow"">Piazza Instructions for Faculty</a>",Piazza is a popular alternative to the Sakai Forums tool with a lot more functionality. Its main use is as a tool for managing student questions. Students can work collaboratively to answer both student- and instructor-posed questions. You can also create announcements and quick polls as well as post content to the Resources section. HMC recently purchased a site license for Piazza. (Source: [here](https://www.hmc.edu/cis/student-computing/piazza/)),10/27/2023
https://www.hmc.edu/cis/services/portal-faculty-usage/,Portal: Faculty Usage,"The HMC Portal allows faculty, students, and staff to view and modify CX data through a web browser. CX is the enterprise information system used by HMC and the other undergraduate Claremont Colleges for storing and managing most student and other college data.
Among other things, faculty can use Portal to view their class lists, manage permissions for students trying to add their classes, submit grades, and monitor their advisees. Faculty can also submit ‘academic advisories’ to notify students, their advisors, and administrators about a student’s performance in their course. Please note that Portal accounts for incoming students are created in early June of the year they matriculate.
After <a href=""http://portal.hmc.edu/"">logging into the Portal using your HMC credentials, click on the ‘Faculty’ tab in the upper left. You can enter grades by using the ‘My Courses’ portlet in the center of the page. The advisee section is located to the right in the ‘Advisee Roster’ portlet.
When visiting Portal, make sure to use the links and navigation tools built into the site instead of your browser’s ‘back,’ ‘forward,’ and ‘refresh’ buttons. Using your browser’s navigation tools will send you back to the main page of your selected tab, losing any unsaved progress in course registration or other activities.
More help can be found by clicking on the question mark at the right hand side of any black header bar. The wrench icon next to the question mark is used to change portlet preferences when available.",Available to faculty at HMC.,"Go to the portal login page. You can login using your standard HMC Credentials username and password.
Mobile devices are not currently supported by the HMC Portal.
Please note that this service requires cookies. See the related links below on how to ensure that cookies are being accepted for login.","<a href=""https://www.hmc.edu/cis/services/hmc-credentials/"">HMC Credentials</a>, <a href=""https://www.hmc.edu/cis/services/portal-local-and-5c-modifications/"">Portal: Local and 5-C Modifications</a>, <a href=""https://www.hmc.edu/cis/services/portal-student-usage/"">Portal: Student Usage</a>","<a href=""http://www.myjenzabar.net"">Myjenzabar.net</a>, <a href=""https://docs.google.com/document/d/1c0Y93U7COMXXPYbgLCQFQQe5zAtJLoc867yiX7Tr24w/edit?usp=sharing"">Allow Cookies for Portal Login</a>","The HMC Portal is a web browser-based platform used by faculty, students, and staff at Harvey Mudd College (HMC) to view and modify CX data. CX is the enterprise information system used by HMC and other undergraduate Claremont Colleges for storing and managing student and college data. Faculty can use the Portal to view class lists, manage permissions for adding classes, submit grades, monitor advisees, and submit academic advisories. Portal accounts for incoming students are created in early June. To access the Portal, log in with HMC credentials and click on the 'Faculty' tab. Grades can be entered using the 'My Courses' portlet, and the 'Advisee Roster' portlet is located to the right. Use the links and navigation tools on the Portal instead of the browser's 'back,' 'forward,' and 'refresh' buttons. Further assistance is available by clicking on the question mark and utilizing the wrench icon for portlet preferences.",10/27/2023
https://www.hmc.edu/cis/services/portal-local-and-5c-modifications/,Portal: Local and 5C Modifications,"The HMC Portal allows students, faculty, and staff to view select CX data conveniently using almost any web browser. CX is the enterprise information system used by HMC and the other undergraduate Claremont Colleges for storing and managing most student and other college data. Among other things, students can register for courses, view grades, and pay their bill; faculty can view their courses and their advisee information.
Portal improvement requests collected are reviewed by the Portal Advisory Group.
Adding approved links
Adding new portlets
Local modifications
Syncing our Portal with 5C cross registration updates","Available to faculty, students, staff, payers, and emeritus at HMC.",Please contact the Help Desk at helpdesk@hmc.edu or 909.607.7777 for HMC portal support.,"<a href=""https://www.hmc.edu/cis/services/hmc-credentials/"">HMC Credentials</a>, <a href=""https://www.hmc.edu/cis/services/portal-faculty-usage/"">Portal: Faculty Usage</a>, <a href=""https://www.hmc.edu/cis/services/portal-student-usage/"">Portal: Student Usage</a>","<a href=""http://www.myjenzabar.net"">Myjenzabar</a>","The HMC Portal is a web-based platform that allows students, faculty, and staff to access certain data from the CX enterprise information system used by HMC and other Claremont Colleges. It provides features such as course registration, grade viewing, and bill payment for students, and course and advisee information viewing for faculty. Requests for portal improvements are reviewed by the Portal Advisory Group. These improvements can include adding approved links, new portlets, local modifications, and syncing the portal with cross registration updates from the other 5C institutions.",10/27/2023
https://www.hmc.edu/cis/services/portal-student-usage/,Portal: Student Usage,"The HMC Portal allows faculty, students, and staff to view and modify CX data through a web browser. CX is the enterprise information system used by HMC and the other undergraduate Claremont Colleges for storing and managing most student and other college data.
Students can use the Portal to register for courses, manage their student accounts, and view grades. Unofficial transcripts and degree information are also available through the Portal. Portal accounts for incoming students are created in early June of the year they matriculate.
After <a href=""http://portal.hmc.edu/"">logging into the Portal using your HMC credentials, click on the ‘Student’ tab in the upper left to access grade information, including unofficial transcripts and advising information. The ‘Course Registration’ tab will provide access to a search engine permitting a student to search through available classes for present and upcoming terms, as well as to register for courses at the time appointed by the registrar. The ‘Student Account Info” tab provides access to current student account balances and e-check services to pay existing account balances.
When visiting the Portal, make sure to use the links and navigation tools built into the site instead of your browser’s ‘back,’ ‘forward,’ and ‘refresh’ buttons. Using your browser’s navigation tools will send you back to the main page of your selected tab, losing any unsaved progress in course registration or other activities.
More help can be found by clicking on the question mark at the right hand side of any black header bar. The wrench icon  next to the question mark is used to change portlet preferences when available.",Available to students at HMC.,"Go to the Portal login page. You can login using your standard HMC Credentials username and password.
Mobile devices are not currently supported by the HMC Portal.
Please note that this service requires cookies. See the related links below on how to ensure that cookies are being accepted for login.","<a href=""https://www.hmc.edu/cis/services/hmc-credentials/"">HMC Credentials</a>, <a href=""https://www.hmc.edu/cis/services/portal-faculty-usage/"">Portal: Faculty Usage</a>, <a href=""https://www.hmc.edu/cis/services/portal-local-and-5c-modifications/"">Portal: Local and 5-C Modifications</a>","<a href=""http://www.myjenzabar.net"">Myjenzabar.net</a>, <a href=""https://docs.google.com/document/d/1c0Y93U7COMXXPYbgLCQFQQe5zAtJLoc867yiX7Tr24w/edit?usp=sharing"">Allow Cookies for Portal Login</a>","The HMC Portal is a web platform that allows faculty, students, and staff to view and modify CX data. CX is the enterprise information system used by HMC and the other undergraduate Claremont Colleges. The Portal provides various features for students, such as course registration, managing student accounts, viewing grades, unofficial transcripts, and degree information. Portal accounts for new students are created in June of the year they enroll. To access grade information, students can log into the Portal using their HMC credentials and click on the 'Student' tab. The 'Course Registration' tab allows students to search for classes and register for courses. The 'Student Account Info' tab provides access to current account balances and payment services. When using the Portal, it is advised to use the site's links and navigation tools instead of the browser's buttons to avoid losing any unsaved progress. Additional help can be found by clicking on the question mark or wrench icon on the site.",10/27/2023
https://www.hmc.edu/cis/services/printing/,Printing,"Harvey Mudd College offers unlimited free printing for all students. Our PaperCut print management system allows students to print remotely to any of the <a href=""https://docs.google.com/document/d/100tWOFu0AFceEGj5dAwCq2b0Hrq1kF_mEFsvnp5gbkA/edit"">four designated printers on campus. Students can use our <a href=""https://docs.google.com/document/d/1ti6DyNOL43f297fD5YnmTKowJAi060_XthMob6wZ_rE/pub#h.2xardiicvcs4"">Mobility Print or <a href=""https://docs.google.com/document/d/1ti6DyNOL43f297fD5YnmTKowJAi060_XthMob6wZ_rE/pub#h.ngyawl8q4mu1"">Web Print options to print on campus.
Faculty and staff departments each have their own dedicated or shared networked printers, which CIS supports.
Many people decide to install a personal printer to have one nearby. However, a personal printer is not necessary for life at Harvey Mudd because of the numerous printers provided by CIS.","Available to faculty, students, and staff at HMC.","Student Printing
Please follow our HMC Student Printing setup guide to use our student printers.
Faculty and Staff Printing
For assistance with the installation of faculty or staff printers, please contact the CIS Help Desk at 909.607.7777 or helpdesk@hmc.edu.","<a href=""https://www.hmc.edu/cis/services/computer-labs/"">CIS Computer Labs</a>","<a href=""https://docs.google.com/document/d/1ti6DyNOL43f297fD5YnmTKowJAi060_XthMob6wZ_rE/pub""><span style=""font-weight: 400;"">HMC Student Printing setup guide</span></a>, <a href=""https://docs.google.com/document/d/100tWOFu0AFceEGj5dAwCq2b0Hrq1kF_mEFsvnp5gbkA/edit""><span style=""font-weight: 400;"">Student Printer Locations</span></a>, <a href=""https://print.hmc.edu:9164/setup"">HMC Mobility Print setup</a>, <a href=""https://print.hmc.edu:9192/user"">HMC Web Print</a>","Harvey Mudd College offers unlimited free printing for all students. Students can print remotely to any of the four designated printers on campus using the PaperCut print management system. They can use the Mobility Print or Web Print options to print on campus. Faculty and staff departments have their own dedicated or shared networked printers supported by CIS. While some people choose to install a personal printer, it is not necessary due to the numerous printers provided by CIS.",10/27/2023
https://www.hmc.edu/cis/services/recommended-systems/,Recommended Systems,"HMC has a mixed environment primarily composed of Windows and Apple systems.
CIS recommends specific systems in order to standardize computer equipment, provide a baseline of adequate computing equipment to staff and faculty, and streamline support. Please see the list of <a href=""https://sites.google.com/g.hmc.edu/cis-cup/recommended-systems"">recommended systems.",Available to faculty and staff at HMC.,,"<a href=""https://www.hmc.edu/cis/services/computer-labs/"">CIS Computer Labs</a>, <a href=""https://www.hmc.edu/cis/services/equipment-replacement-program/"">Computer Upgrade Program</a>, <a href=""https://www.hmc.edu/cis/services/loaner-program/"">Loaner Program</a>","<a href=""https://sites.google.com/g.hmc.edu/cis-cup/recommended-systems"">Recommended Systems</a>","HMC has a mixed environment of Windows and Apple systems. CIS recommends specific systems to standardize computer equipment, provide adequate equipment to staff and faculty, and streamline support. Please see the list of recommended systems [here](https://sites.google.com/g.hmc.edu/cis-cup/recommended-systems).",10/27/2023
https://www.hmc.edu/cis/services/research-computing-support/,Research Computing Support,"Research computing support provides services to the HMC community on high-performance computing, high-throughput computing, large scale data storage resources and other advanced digital services related to faculty and student research.
Academic and Research Computing Services (ARCS) oversees research computing services, working closely with faculty and students on their use of advanced computing resources and digital services. The Scientific Computing Specialist is Harvey Mudd College’s ACCESS Campus Champion and provides expert support for accessing and utilizing high-performance computing, high-throughput computing, and data-driven computing resources on national supercomputer centers through ACCESS and on cloud computing platforms such as AWS, Azure, and Google Cloud.
To help your research activities, we…
Suggest the right resources through one-on-one consultations
Provide workshops and training for scientific computing tools
Introduce emerging research computing resources
Plan the College’s research computing capacity for the future","Available to faculty, students, staff, and emeritus at HMC.","For more information, questions, and requests about Research Computing, please email the HMC ARCS group (arcs-l@g.hmc.edu) or helpdesk@hmc.edu.","<a href=""https://www.hmc.edu/cis/hpc-at-hmc/"">High Performance Computing Support</a>, <a href=""https://www.hmc.edu/cis/cis-arcs/research-computing-workshops/"">Research Computing Workshops</a>","<a href=""https://access-ci.org/"">ACCESS (Advanced CyberinfrastructureCoordination Ecosystem: Services &amp; Support)</a>","Research computing support provides services to the HMC community on high-performance computing, high-throughput computing, large scale data storage resources and other advanced digital services related to faculty and student research.

Academic and Research Computing Services (ARCS) oversees research computing services, working closely with faculty and students on their use of advanced computing resources and digital services. The Scientific Computing Specialist is Harvey Mudd College’s ACCESS Campus Champion and provides expert support for accessing and utilizing high-performance computing, high-throughput computing, and data-driven computing resources on national supercomputer centers through ACCESS and on cloud computing platforms such as AWS, Azure, and Google Cloud.

To help your research activities, we…

Suggest the right resources through one-on-one consultations: [hyperlink](https://www.hmc.edu/academic-and-research-computing-services/consultation/)

Provide workshops and training for scientific computing tools: [hyperlink](https://www.hmc.edu/academic-and-research-computing-services/workshops-and-events/)

Introduce emerging research computing resources: [hyperlink](https://www.hmc.edu/academic-and-research-computing-services/research-computing-resources/)

Plan the College’s research computing capacity for the future: [hyperlink](https://www.hmc.edu/academic-and-research-computing-services/research-computing-resources/)",10/27/2023
https://www.hmc.edu/cis/services/sakai-support/,Sakai Support,"Sakai is the Course Management System used by all of The Claremont Colleges. All faculty and students, and most staff, have accounts on Sakai. There is a single instance of Sakai which is managed by Pomona College. CIS provides support for Sakai including help with accounts and passwords as well consultation on how and when to use specific Sakai tools, help on how to use specific tools, and training on Sakai in the form of workshops and one-on-one training.
Sakai accounts for incoming students are generally created at the beginning of June when the various Sakai sites for incoming students become available. Course sites are created automatically for all courses each semester and become available to students two weeks before classes start. A full description of our policies regarding the creation of course sites and populating them with students and faculty is described in our <a href=""https://sakai.claremont.edu/portal/site/!gateway/page/!gateway-200"">Sakai Policy document.
Sakai course sites are created for each individual section of a course. If the instructor wishes to combine all or some of the sections into one site, please send an email to the CIS Help Desk at helpdesk@hmc.edu.","Available to faculty, students, staff, and emeritus at HMC and all of The Claremont Colleges.","If you are not sure if you have a Sakai account or have forgotten your password, please contact the Help Desk at helpdesk@hmc.edu or 909.607.7777.
Please send an email to helpdesk@hmc.edu to request Sakai support. A CIS staff member will respond within one business day.",,"<a href=""https://sakai.claremont.edu/portal/site/!gateway/page/!gateway-200"">Sakai Policies</a>","Sakai is the Course Management System used by all of The Claremont Colleges. All faculty and students, and most staff, have accounts on Sakai. There is a single instance of Sakai which is managed by Pomona College. CIS provides support for Sakai including help with accounts and passwords as well consultation on how and when to use specific Sakai tools, help on how to use specific tools, and training on Sakai in the form of workshops and one-on-one training.
Sakai accounts for incoming students are generally created at the beginning of June when the various Sakai sites for incoming students become available. Course sites are created automatically for all courses each semester and become available to students two weeks before classes start. A full description of our policies regarding the creation of course sites and populating them with students and faculty is described in our Sakai Policy document.
Sakai course sites are created for each individual section of a course. If the instructor wishes to combine all or some of the sections into one site, please send an email to the CIS Help Desk at helpdesk@hmc.edu.",10/27/2023
https://www.hmc.edu/cis/services/smartboard/,Smartboard,"The Smartboard is an interactive display that allow users to work (e.g., writing, zooming, panning and flicking) on digital content (e.g. slides, PDFs, images, and videos) on the screen using their fingertips and digital markers. Everything written and imported on the whiteboard software can be captured and reused later.
CIS has a SMART Board 8070i which features 70″ HD LCD flat panel display with fully integrated Smartboard technology including surface object tracking cameras and whiteboard software (e.g. Smart Ink and Smart Notebook). It is mounted on a heavy duty mobile cart and is currently located in one of our technology-rich classrooms. The CIS Academic and Research Computing Services team work with faculty members on logistics and demos for using the Smartboard in a classroom.","Available to faculty, students, and staff at HMC.","To access this service, please contact the Help Desk at helpdesk@hmc.edu or 909.607.7777. We recommend that you meet with an ARCS staff member before using either the Smarboard in a class or meeting.","<a href=""https://www.hmc.edu/cis/services/classroom-technologies-2016/"">Classroom Technologies</a>","<a href=""https://drive.google.com/file/d/0B7i_9qr6mXf5bWxLNnhZcThNc0U/view?usp=sharing"">SMART Board 8070i User Guide</a>, <a href=""http://www.youtube.com/watch?v=ISevviuEsn4"">SMART Board 8070i product demo</a>, <a href=""http://www.smarttech.com/Resources/Training/Archive+Products/SMART+Notebook+10_8"">SMART Notebook software information and manuals</a>",The Smartboard is an interactive display that allows users to work on digital content using their fingertips and digital markers. Everything written and imported on the whiteboard software can be captured and reused later. CIS has a SMART Board 8070i with fully integrated Smartboard technology and whiteboard software. The CIS Academic and Research Computing Services team works with faculty members on logistics and demos for using the Smartboard in a classroom. You can find more information on the Smartboard here: [link to more information on the Smartboard],10/27/2023
https://www.hmc.edu/cis/services/spam-and-virus-filtering/,Spam and Virus Filtering,"To reduce the amount of spam being delivered, spam and virus filtering happens at several levels within the email flow at HMC. At the highest level is Cisco IronPort which scans all incoming email sent to your @hmc.edu address. Our two email providers, Google Workplace and Microsoft 365, also automatically filter emails. If you use an email application such as Apple’s Mail program or Mozilla Thunderbird, those applications will filter incoming mail as well.
On CIS Managed systems at HMC we utilize Trend Micro Agents. The agent is loaded on all systems controlled by CIS. On Windows and Mac systems, Trend Micro provide threat protection for malware, packer variants, device control, command and control (C&amp;C) traffic, browser exploits, behavior monitoring, web threats, census-based control, and more.","Available to faculty, students, staff, alumni, emeritus, and trustees at HMC.","Each morning IronPort sends every user an e-mail with the subject line “Claremont Colleges Spam Digest”. This e-mail will have a summary of all recent quarantined messages. To get a complete list of quarantined messages a user can click on “View all Quarantined Messages” to log into your IronPort Quarantine. This link will change from time to time, so it’s best practice to use the link from your newest digest e-mail. You may also manage your “Safelist” and “Blocklist” when visiting your Quarantine.
Microsoft 365 places quarantined email in a folder called “Junk E-Mail” and Google Mail places it in a folder called “Spam.”
For Trend Micro, you system should already have the Trend Micro Agent installed on your CIS Managed system. If it is not, please contact the CIS Help Desk.
Please contact the CIS Help Desk for additional support with spam and virus filtering.","<a href=""https://www.hmc.edu/cis/services/e-mail/"">Email</a>, <a href=""https://www.hmc.edu/cis/services/gsuite/"">Google Workplace</a>, <a href=""http://www.hmc.edu/cis/cis-software-and-hardware/office-365/"">Microsoft 365</a>","<a href=""https://docs.google.com/document/d/1vOPdsG6GUpeHqXcYHSjNOJUp4mFYBBfu5Zyw-4Pqflg/pub"">IronPort Spam Quarantine</a>","To reduce spam and viruses, HMC utilizes several levels of email filtering. Cisco IronPort scans incoming emails sent to @hmc.edu addresses. Google Workplace and Microsoft 365 also automatically filter emails. Trend Micro Agents are used on CIS Managed systems to provide threat protection for malware, device control, and more.",10/27/2023
